,ACCIDENT_NO,LONGITUDE,LATITUDE,LGA_NAME,ROAD,RADIUS,NUMBER OF ACCIDENTS
2906,T20160019796,145.30778999999998,-36.51572,SHEPPARTON,MOOROOPNA-MURCHISON ROAD,0.8720901847523886 km,3
2907,T20150027242,141.55203999999998,-37.86642,GLENELG,PORTLAND-CASTERTON ROAD -PORTLAND CASTERTON ROAD,0.0 km,1
2908,T20160000007,142.91392,-38.60284,CORANGAMITE,JARVIS ROAD,0.0 km,1
2909,T20180000170,143.89418999999998,-37.85225,GOLDEN PLAINS,SHELFORD-MT MERCER ROAD,1.1043256094599512 km,4
2910,T20150025778,144.59011,-36.256479999999996,CAMPASPE,BAMAWM HALL ROAD,0.0 km,1
2911,T20150026527,143.15453,-36.63243,NORTHERN GRAMPIANS,WIMMERA HIGHWAY,0.0 km,2
2912,T20150026533,148.64172,-37.3785,EAST GIPPSLAND,BONANG ROAD,0.0 km,1
2913,T20150026534,145.72377,-37.45111,MURRINDINDI,BUXTON-MARYSVILLE ROAD,0.0 km,1
2914,T20150026910,143.26519,-36.76161,NORTHERN GRAMPIANS,SUNRAYSIA HIGHWAY,0.0 km,1
2915,T20150026911,146.82574,-38.13028,WELLINGTON,PRINCES HIGHWAY,0.0 km,1
2916,T20150026921,141.36781000000002,-37.60559,GLENELG,,0.7419647734655799 km,2
2917,T20150026948,146.67278000000002,-36.59348,ALPINE,MITCHELL TRACK,0.0 km,1
2918,T20180005007,145.91798,-36.43465,BENALLA,BENALLA-TOCUMWAL ROAD,0.6182012235346129 km,2
2919,T20170018242,144.14423,-37.78417,MOORABOOL,BALLAN-MEREDITH ROAD,0.002462369851558034 km,2
2920,T20150026968,143.67803,-37.460609999999996,BALLARAT,AVENUE ROAD,0.0 km,2
2921,T20150026971,142.30021000000002,-34.878,MILDURA,CALDER HIGHWAY,0.0 km,1
2922,T20150026972,145.92797,-36.45024,BENALLA,BENALLA-TOCUMWAL ROAD,0.0 km,1
2923,T20180003608,145.75538999999998,-37.48598,MURRINDINDI,BUXTON-MARYSVILLE ROAD,0.986932521530513 km,3
2924,T20150025875,142.83641,-38.38837,MOYNE,COBDEN-WARRNAMBOOL ROAD,0.0 km,1
2925,T20150026238,142.16798,-38.27533,MOYNE,SPENCER ROAD,0.0 km,1
2926,T20150027005,144.32832,-35.77078,GANNAWARRA,RIVER TRACK,0.6718009371930275 km,2
2927,T20150027016,143.69077,-38.364470000000004,COLAC OTWAY,COLAC-LORNE ROAD,0.0 km,1
2928,T20150026272,143.00818,-35.05603,SWAN HILL,MALLEE HIGHWAY,0.0 km,1
2929,T20150027075,146.61016,-37.61438,WELLINGTON,TARGET CREEK ROAD,0.0 km,1
2930,T20150025923,146.85796000000002,-36.25484,INDIGO,BARANDUDA RANGE TRACK,0.0 km,1
2931,T20150026295,145.41446000000002,-35.999190000000006,MOIRA,KATUNGA-PICOLA ROAD,0.0 km,1
2932,T20150026705,145.09378999999998,-36.46958,SHEPPARTON,HARSTON ROAD,0.0 km,1
2933,T20150025946,146.71086,-37.452420000000004,WELLINGTON,DINGO HILL TRACK,0.0 km,1
2934,T20150026326,148.15638,-37.76429,EAST GIPPSLAND,LAKE TYERS HOUSE ROAD,0.0 km,1
2935,T20150027122,144.38917,-38.2954,GEELONG,HORWOOD DRIVE,0.0 km,1
2936,T20150025964,144.87216999999998,-37.43655,MACEDON RANGES,DOOLINS ROAD,0.0 km,1
2937,T20180012471,145.79314,-38.67262,SOUTH GIPPSLAND,ANDERSONS VIEW ROAD,0.6528080690547899 km,2
2938,T20150027135,142.76288,-37.04193,NORTHERN GRAMPIANS,NEWINGTON ROAD,0.14197656381811452 km,2
2939,T20150026003,143.09171,-38.452940000000005,CORANGAMITE,TIMBOON-COLAC ROAD,0.0 km,1
2940,T20150026377,143.87603000000001,-36.67737,LODDON,BRIDGEWATER-DUNOLLY ROAD,0.0 km,1
2941,T20150026378,143.81398000000002,-36.540690000000005,LODDON,CALDER HIGHWAY,0.0 km,1
2942,T20160004138,144.16468,-38.296859999999995,SURF COAST,GRAYS ROAD,0.0 km,1
2943,T20160002723,147.35657,-36.95267,EAST GIPPSLAND,BOGONG HIGH PLAINS ROAD,0.878599259529213 km,5
2944,T20160007099,143.39037,-37.95449,CORANGAMITE,HAMILTON HIGHWAY,0.0 km,2
2945,T20160007512,141.02958,-35.2361,MILDURA,MALLEE HIGHWAY,0.0 km,1
2946,T20160006328,142.22166,-34.58576,MILDURA,CALDER HIGHWAY,0.0 km,1
2947,T20160006739,143.26781,-37.94621,CORANGAMITE,HAMILTON HIGHWAY,0.08155095566550086 km,2
2948,T20170009029,145.0677,-36.357659999999996,SHEPPARTON,KYABRAM-COOMA ROAD,0.3936305963836321 km,2
2949,T20160007536,143.21816,-36.61721,NORTHERN GRAMPIANS,MCDONALD ROAD,0.0 km,1
2950,T20160006346,143.51289,-37.70148,GOLDEN PLAINS,FRANCIS LANE,0.0 km,1
2951,T20160006351,144.51936,-36.93793,BENDIGO,MANGANS LANE,0.0 km,1
2952,T20160006367,142.79376000000002,-34.71224,SWAN HILL,ROBINVALE-SEA LAKE ROAD,0.0 km,1
2953,T20190003994,146.75354,-36.358540000000005,INDIGO,RAWES ROAD,0.33689298532638323 km,2
2954,T20160006761,144.21123,-36.9632,MOUNT ALEXANDER,FOGARTYS GAP ROAD,0.0 km,1
2955,T20160007559,146.1819,-37.291470000000004,MANSFIELD,JAMIESON-LICOLA ROAD,0.0 km,1
2956,T20160014112,143.79922,-37.41823,BALLARAT,BALLARAT-MARYBOROUGH ROAD,0.975690645254979 km,3
2957,T20160007573,144.40513,-37.62532,MOORABOOL,SWANS ROAD,0.0 km,1
2958,T20160007583,145.24528,-35.99908,MOIRA,KATUNGA-PICOLA ROAD,0.0 km,1
2959,T20160006772,147.56405,-36.082359999999994,TOWONG,JONES TRACK,0.0 km,1
2960,T20170003283,142.58856,-37.05515,NORTHERN GRAMPIANS,GREENHOLE ROAD,1.1479289297430029 km,3
2961,T20160007588,143.96093,-38.30645,SURF COAST,CAPE OTWAY ROAD,0.4003360527981056 km,3
2962,T20160006403,144.20678999999998,-37.15509,MOUNT ALEXANDER,BURGOYNE STREET,0.0 km,1
2963,T20160006801,146.74764,-38.51424,WELLINGTON,OROURKES ROAD,0.0 km,1
2964,T20160006825,144.7813,-37.34704,MACEDON RANGES,ROMSEY ROAD,0.0 km,1
2965,T20170007111,142.20583,-34.26948,MILDURA,CURETON AVENUE,0.3888975214474192 km,2
2966,T20160006467,145.21516,-36.75215,STRATHBOGIE,GRIMWADE ROAD,0.0 km,1
2967,T20160007241,145.86935,-38.701440000000005,SOUTH GIPPSLAND,RIVER DRIVE,0.0 km,1
2968,T20160007664,146.56401,-38.65124,WELLINGTON,PEARSONS ROAD,0.0 km,1
2969,T20160007674,143.78288,-35.56315,GANNAWARRA,MURRAY VALLEY HIGHWAY,0.0 km,1
2970,T20160006498,141.37421,-34.39819,MILDURA,MILLEWA ROAD,0.0 km,1
2971,T20160006870,142.96832,-38.233090000000004,CORANGAMITE,ROBERTSONS ROAD,0.5987702350618861 km,2
2972,T20160005294,145.47851,-36.05085,MOIRA,HENDYS ROAD,0.0 km,1
2973,T20160004914,143.56648,-38.44481,COLAC OTWAY,COLAC-LAVERS HILL ROAD,0.0 km,1
2974,T20160005750,148.60343999999998,-37.42008,EAST GIPPSLAND,BONANG ROAD,0.0 km,1
2975,T20160004950,142.79378,-35.45315,BULOKE,CALDER HIGHWAY,0.0 km,1
2976,T20160006207,145.47092,-37.233059999999995,MURRINDINDI,LIMESTONE ROAD,0.0 km,1
2977,T20160004974,145.06772,-36.37236,SHEPPARTON,ANDREWS ROAD,0.0 km,1
2978,T20160005800,143.09774,-37.05747,NORTHERN GRAMPIANS,ARARAT-ST ARNAUD ROAD,0.0 km,1
2979,T20160005000,142.87981000000002,-38.3062,CORANGAMITE,AYRESFORD ROAD,0.0 km,1
2980,T20160005002,142.84621,-37.09895,NORTHERN GRAMPIANS,SALT CREEK ROAD,0.007047678014746939 km,2
2981,T20160005814,144.94799,-36.24002,CAMPASPE,HENDERSON ROAD,0.0 km,2
2982,T20160013126,144.15393,-37.997859999999996,GOLDEN PLAINS,MIDLAND HIGHWAY,0.737817786142112 km,3
2983,T20160005820,145.46197,-36.33185,SHEPPARTON,LEMNOS NORTH ROAD,0.0 km,1
2984,T20160006250,145.82478,-36.772090000000006,BENALLA,CHAPMANS ROAD,0.0 km,1
2985,T20160005006,142.93464,-38.6217,CORANGAMITE,GREAT OCEAN ROAD,0.0 km,2
2986,T20160005418,143.41318,-38.36871,COLAC OTWAY,SWAN MARSH ROAD,0.0 km,1
2987,T20160005422,148.70317,-37.18535,EAST GIPPSLAND,MCKILLOPS ROAD,0.0 km,1
2988,T20160005440,142.73178000000001,-38.12001,MOYNE,HOPKINS HIGHWAY,0.47862616490163534 km,2
2989,T20160004665,144.72527,-37.05685,MITCHELL,DAIRY FLAT ROAD,0.0 km,1
2990,T20160004672,144.87243999999998,-36.29874,CAMPASPE,GRAHAM ROAD,0.0 km,1
2991,T20160005034,147.57044,-37.78756,EAST GIPPSLAND,HODGES ESTATE ROAD,0.0 km,1
2992,T20160005047,147.22488,-36.39653,TOWONG,LOCKHARTS GAP ROAD,0.0 km,1
2993,T20160005865,146.19896,-36.88555,BENALLA,OLD TOLMIE ROAD,0.0 km,1
2994,T20160005064,146.62896,-36.47815,WANGARATTA,GREAT ALPINE ROAD,0.0 km,1
2995,T20160005498,148.40601,-37.719159999999995,EAST GIPPSLAND,BUCHAN-ORBOST ROAD,0.0 km,1
2996,T20160005114,147.61037,-37.22307,EAST GIPPSLAND,CASSILIS ROAD,0.0 km,1
2997,T20160004749,146.54593,-36.049240000000005,INDIGO,MURRAY VALLEY HIGHWAY,0.02831543152065929 km,2
2998,T20160005119,146.45412,-36.39481,WANGARATTA,GREAT ALPINE ROAD,0.0 km,1
2999,T20160005132,145.58651,-36.37755,SHEPPARTON,SHEPPARTON-DOOKIE COLLEGE ROAD,0.5666533584753107 km,2
3000,T20160005575,147.31213,-36.07275,TOWONG,MURRAY RIVER ROAD,0.0 km,1
3001,T20160005969,146.5653,-38.365990000000004,LATROBE,TRARALGON-BALOOK ROAD,0.30089672717526683 km,2
3002,T20160005153,145.99066000000002,-36.81477,BENALLA,LIGHTNING RIDGE TRACK,0.0 km,1
3003,T20160005597,142.31296,-35.09028,MILDURA,BOULKA ROAD,0.0 km,1
3004,T20160005598,141.59967,-38.09339,GLENELG,PRINCES HIGHWAY,0.0 km,1
3005,T20180011625,142.19961,-38.212740000000004,MOYNE,TARRONE NORTH ROAD,1.2436020319064507 km,3
3006,T20160026800,145.59127,-37.22449,MURRINDINDI,BLACK RANGE ROAD,0.11988211449746382 km,2
3007,T20180023399,146.09849,-38.534890000000004,SOUTH GIPPSLAND,DOLLAR ROAD,0.17927368514863604 km,2
3008,T20160001596,143.02062,-38.215790000000005,CORANGAMITE,PRINCES HIGHWAY,0.4636411648924817 km,2
3009,T20160002804,143.61521000000002,-38.57608,COLAC OTWAY,LARDNERS TRACK,0.0 km,1
3010,T20160001614,146.39366,-36.06612,INDIGO,MURRAY VALLEY HIGHWAY,0.0 km,1
3011,T20160002005,144.69204,-36.5982,CAMPASPE,BENDIGO-MURCHISON ROAD,0.0 km,1
3012,T20160003059,145.87442,-38.06558,BAW BAW,OLD TELEGRAPH ROAD,0.4597044269495055 km,2
3013,T20160002861,146.77029,-38.109840000000005,WELLINGTON,ROSEDALE-HEYFIELD ROAD,0.0 km,1
3014,T20160001668,144.3859,-37.77017,MOORABOOL,BACCHUS MARSH-BALLIANG ROAD,0.5141118341207965 km,2
3015,T20160001707,147.24528999999998,-36.2698,TOWONG,YABBA ROAD,0.0 km,1
3016,T20160002069,143.34014,-35.397459999999995,SWAN HILL,SEA LAKE-SWAN HILL ROAD,0.0 km,1
3017,T20160002072,146.19608,-36.637570000000004,BENALLA,KILFEERA ROAD,0.3986368461268956 km,2
3018,T20160002074,147.62685,-37.87978,EAST GIPPSLAND,JOHNSTONS ROAD,0.0 km,1
3019,T20160001716,145.94943999999998,-38.435759999999995,SOUTH GIPPSLAND,HARVEYS ROAD,0.0 km,1
3020,T20160001734,146.56458999999998,-36.330529999999996,WANGARATTA,NIEOFFS ROAD,0.2861283907992213 km,2
3021,T20160002098,143.29792,-37.31211,PYRENEES,RAGLAN-ELMHURST ROAD,0.0068373362990209845 km,2
3022,T20160002537,148.22939,-36.9773,EAST GIPPSLAND,LIMESTONE ROAD,0.0 km,1
3023,T20160002939,145.33103,-36.82972,STRATHBOGIE,NAGAMBIE-LOCKSLEY ROAD,0.0 km,1
3024,T20160002943,147.04793,-36.23515,INDIGO,HUON-KIEWA ROAD,0.0 km,1
3025,T20180009382,142.65304,-37.40102,ARARAT,MOYSTON-DUNKELD ROAD,0.27252136158871126 km,2
3026,T20160002143,146.00732,-38.04048,BAW BAW,MCDOUGAL ROAD,0.0 km,1
3027,T20160002168,142.98978,-38.017590000000006,MOYNE,HAMILTON HIGHWAY,1.187147013644582 km,3
3028,T20170015883,144.45768999999999,-36.77778,BENDIGO,MCIVOR HIGHWAY,0.7803742759516258 km,3
3029,T20160001828,143.41504,-37.408640000000005,PYRENEES,BEAUFORT-LEXTON ROAD,0.0 km,1
3030,T20160016602,145.35805,-37.45409,MURRINDINDI,BOGGY CREEK ROAD,0.047704255727774175 km,2
3031,T20160006506,144.95083,-37.11111,MITCHELL,SEYMOUR-PYALONG ROAD,0.46597391724749077 km,2
3032,T20160006510,143.99043999999998,-37.141459999999995,MOUNT ALEXANDER,CAPTAINS GULLY ROAD,0.0 km,1
3033,T20160006517,143.75755,-37.63487,GOLDEN PLAINS,LACYS ROAD,0.13982361377183844 km,2
3034,T20160007806,144.96258999999998,-36.00567,MOIRA,MOIRA LAKES ROAD,0.8231893849969312 km,3
3035,T20160006533,142.39913,-36.18927,YARRIAMBIACK,HENTY HIGHWAY,0.0 km,1
3036,T20160007364,141.84285,-37.24902,SOUTHERN GRAMPIANS,GLENDINNING STREET,0.0 km,1
3037,T20160007770,145.84942,-38.20126,BAW BAW,BURNT STORE ROAD,0.0 km,1
3038,T20160007386,146.71659,-36.92168,ALPINE,ABBEYARDS ROAD,0.0 km,1
3039,T20160007388,144.23215,-37.43095,MOORABOOL,BOBBYS LANE,0.0 km,1
3040,T20160006580,146.37974,-36.33157,WANGARATTA,WANGARATTA-ELDORADO ROAD,0.9297662816930556 km,3
3041,T20160007830,143.22042,-34.75889,SWAN HILL,MURRAY VALLEY HIGHWAY,0.0 km,1
3042,T20160006618,141.03791,-37.7587,GLENELG,GLENELG HIGHWAY,0.0 km,1
3043,T20160007030,145.58292,-36.174170000000004,MOIRA,DELANEY ROAD,0.0 km,1
3044,T20160007428,144.18765,-37.27859,HEPBURN,LESLIES ROAD,0.0 km,1
3045,T20180019470,144.54207,-37.32055,MACEDON RANGES,MOWBRAYS ROAD,0.2127240037223113 km,3
3046,T20160007450,144.35245,-37.85638,GEELONG,BOX FOREST ROAD,0.0 km,1
3047,T20160007471,146.86488,-37.916579999999996,WELLINGTON,HEYFIELD-UPPER MAFFRA ROAD,0.3059145548916628 km,2
3048,T20160024189,144.16897,-36.73187,BENDIGO,ALLIES ROAD,0.3748741531752438 km,2
3049,T20160006674,143.9093,-35.63539,GANNAWARRA,ROBERTSON ROAD,0.0 km,1
3050,T20160007498,146.46119,-38.421279999999996,LATROBE,RITCHIES ROAD,0.0 km,1
3051,T20150016393,145.60582,-37.115829999999995,MURRINDINDI,MAROONDAH HIGHWAY,0.0 km,1
3052,T20150016018,146.09866,-36.9497,MANSFIELD,BLUE RANGE ROAD,0.0 km,1
3053,T20150016026,143.45577,-37.26659,PYRENEES,LEXTON-ARARAT ROAD,0.0 km,1
3054,T20150014914,143.45307,-38.44897,COLAC OTWAY,EAST WEST ROAD,0.0 km,1
3055,T20180023700,143.92581,-38.36869,SURF COAST,WINCHELSEA-DEANS MARSH ROAD,0.647357101973087 km,2
3056,T20150015312,146.45099,-38.64221,SOUTH GIPPSLAND,RENDELLS ROAD,0.0 km,1
3057,T20150015704,148.47935,-37.740970000000004,EAST GIPPSLAND,FISHERS ROAD,0.0 km,1
3058,T20150016087,147.06134,-36.21823,INDIGO,MURRAY VALLEY HIGHWAY,0.5507230603318831 km,2
3059,T20150014957,144.99509,-37.005990000000004,MITCHELL,SEYMOUR-TOOBORAC ROAD,0.0 km,1
3060,T20170011265,144.9049,-37.19448,MITCHELL,NORTHERN HIGHWAY,0.3819805871901206 km,2
3061,T20150016088,144.66332,-36.59839,CAMPASPE,BENDIGO-MURCHISON ROAD,0.0 km,1
3062,T20150015013,142.02425,-37.87618,SOUTHERN GRAMPIANS,COLES TRACK,0.0 km,1
3063,T20150015342,147.26891,-38.245940000000004,WELLINGTON,SIGNBOARD LANE,0.0 km,1
3064,T20150015365,144.4085,-35.88704,GANNAWARRA,RIVER TRACK,0.0 km,1
3065,T20150015780,145.14786,-36.07887,MOIRA,BARMAH-SHEPPARTON ROAD,0.0 km,1
3066,T20150015050,147.92874,-37.87064,EAST GIPPSLAND,KALIMNA WEST ROAD,0.0 km,1
3067,T20150015812,145.55687,-37.3382,MURRINDINDI,HIGGINBOTHAM TRACK,0.10315797591265236 km,2
3068,T20150015863,145.7286,-38.43053,SOUTH GIPPSLAND,BENA-KONGWAK ROAD,0.0 km,1
3069,T20150015889,142.03439,-36.2344,HINDMARSH,DIMBOOLA-RAINBOW ROAD,0.0 km,1
3070,T20150015903,144.64646000000002,-36.370490000000004,CAMPASPE,DINGEE ROAD,0.0 km,1
3071,T20150014391,147.31781,-36.21376,TOWONG,SOLDIER SETTLERS ROAD,0.0 km,1
3072,T20150014053,141.40856000000002,-34.276109999999996,MILDURA,STURT HIGHWAY,0.0 km,1
3073,T20150014397,142.42235,-35.93807,YARRIAMBIACK,HOPETOUN STREET,0.0 km,3
3074,T20150014400,145.80336,-37.03174,MANSFIELD,WOOLSHED ROAD,0.0 km,1
3075,T20150014404,142.13761,-36.87707,HORSHAM,HENTY HIGHWAY,0.0 km,1
3076,T20150013632,143.4671,-38.48369,COLAC OTWAY,BLACK BRIDGE ROAD,0.0 km,1
3077,T20150014066,141.92456,-34.156890000000004,MILDURA,OLD MAIL ROAD,0.0 km,1
3078,T20150014069,142.79282,-37.86507,MOYNE,MORTLAKE-ARARAT ROAD,0.0 km,1
3079,T20170001582,146.25883000000002,-37.57251,MANSFIELD,WARBURTON-WOODS POINT ROAD,0.08413058028361722 km,2
3080,T20150014842,149.53433,-37.50388,EAST GIPPSLAND,PRINCES HIGHWAY,0.0 km,1
3081,T20190000108,146.86395,-38.10202,WELLINGTON,MAFFRA-ROSEDALE ROAD,0.9138402129700298 km,3
3082,T20150014452,147.40851999999998,-37.0952,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3083,T20150014454,144.8837,-37.08429,MITCHELL,FREDDYS LANE,0.0 km,1
3084,T20170014140,146.88622,-37.99118,WELLINGTON,TRARALGON-MAFFRA ROAD,0.49606255544684874 km,2
3085,T20150013709,145.73731,-36.66287,STRATHBOGIE,HARRYS CREEK ROAD,0.7150468404825587 km,3
3086,T20150014897,142.81655,-38.55053,MOYNE,GREAT OCEAN ROAD,0.0 km,1
3087,T20160013157,148.90338,-37.606809999999996,EAST GIPPSLAND,PRINCES HIGHWAY,0.3694877766980795 km,2
3088,T20150014136,144.18528999999998,-36.65953,BENDIGO,LODDON VALLEY HIGHWAY,0.0 km,1
3089,T20150013327,144.48779,-35.965340000000005,CAMPASPE,RIVER TRACK,0.0 km,1
3090,T20150013743,142.27168,-34.33554,MILDURA,EDEY ROAD,0.0 km,1
3091,T20150014155,143.44951,-37.11843,PYRENEES,PYRENEES HIGHWAY,0.0 km,1
3092,T20150014170,141.68973,-38.0563,GLENELG,HENTY HIGHWAY,0.09105375509516232 km,2
3093,T20150014531,146.65413,-36.3706,INDIGO,BEECHWORTH-WANGARATTA ROAD,0.269508524383209 km,2
3094,T20150014541,146.15849,-36.30636,BENALLA,DEVENISH-WANGARATTA ROAD,0.0 km,1
3095,T20150014547,142.01096,-36.69843,HORSHAM,QUANTONG-POLKEMMET ROAD,0.0 km,1
3096,T20150013340,145.45955,-36.88258,STRATHBOGIE,LONGWOOD-RUFFY ROAD,0.0 km,1
3097,T20150014184,143.80758,-37.3762,BALLARAT,BALLARAT-MARYBOROUGH ROAD,0.0 km,1
3098,T20150013351,144.51606999999998,-37.45791,MACEDON RANGES,WATERLOO FLAT ROAD,0.0 km,1
3099,T20160021318,144.35321000000002,-37.95265,GEELONG,GEELONG-BACCHUS MARSH ROAD,1.7340738867357448 km,5
3100,T20160003796,146.80067,-37.849909999999994,WELLINGTON,HUGGETTS ROAD,0.0 km,1
3101,T20160004153,143.26137,-38.56723,CORANGAMITE,LAVERS HILL-COBDEN ROAD,0.0 km,1
3102,T20160004175,143.48058999999998,-38.020720000000004,CORANGAMITE,LOWER DARLINGTON ROAD,0.0 km,1
3103,T20160004206,141.62705,-36.35382,HINDMARSH,WESTERN HIGHWAY,0.0 km,1
3104,T20160004619,144.75879,-36.71541,CAMPASPE,HEATHCOTE-ROCHESTER ROAD,0.23083997308380955 km,2
3105,T20160003864,146.99718000000001,-36.669059999999995,ALPINE,MOUNT POREPUNKAH ROAD,0.0 km,1
3106,T20170006117,147.85447,-37.53412,EAST GIPPSLAND,GREAT ALPINE ROAD,0.9283796531512812 km,3
3107,T20160003871,143.45413,-35.45134,SWAN HILL,WOORINEN-GOSCHEN ROAD,0.0 km,1
3108,T20160003874,143.89423,-37.0837,CENTRAL GOLDFIELDS,COTSWOLD ROAD,0.0 km,1
3109,T20160004224,147.00041000000002,-37.47687,WELLINGTON,MOROKA ROAD,0.0 km,1
3110,T20160003505,145.6521,-36.11537,MOIRA,KATAMATITE-SHEPPARTON ROAD,0.0 km,1
3111,T20160003876,142.42051,-37.110459999999996,NORTHERN GRAMPIANS,WARTOOK ROAD,0.0 km,1
3112,T20160003898,142.57855,-35.62364,YARRIAMBIACK,HENTY HIGHWAY,0.0 km,1
3113,T20160004230,141.37004,-38.37917,GLENELG,BLOWHOLES ROAD,0.0 km,1
3114,T20160003904,146.4255,-36.81147,WANGARATTA,UPPER KING RIVER ROAD,0.0 km,1
3115,T20160003178,144.13992,-37.67215,MOORABOOL,EGERTON-BUNGEELTAP ROAD,0.0 km,1
3116,T20160003927,141.95428,-36.91831,HORSHAM,NATIMUK-HAMILTON ROAD,0.0 km,1
3117,T20160003928,146.9441,-36.79225,ALPINE,DEMON RIDGE TRACK,0.0 km,1
3118,T20160003561,147.80396000000002,-37.72168,EAST GIPPSLAND,GREAT ALPINE ROAD,0.0 km,1
3119,T20160003938,143.71385,-38.59596,COLAC OTWAY,FORREST-APOLLO BAY ROAD,0.3351792111380759 km,2
3120,T20160003943,144.71426,-36.25258,CAMPASPE,NORTHERN HIGHWAY,0.6768221404798128 km,2
3121,T20160003948,144.46277,-37.75735,MOORABOOL,PARWAN SOUTH ROAD,0.0 km,1
3122,T20180023229,144.077,-37.14202,MOUNT ALEXANDER,DAYLESFORD-NEWSTEAD ROAD,0.403033229997323 km,2
3123,T20180005920,147.4258,-37.8661,EAST GIPPSLAND,LINDENOW-GLENALADALE ROAD,0.21095241968337605 km,2
3124,T20160004344,144.42055,-37.78954,MOORABOOL,GEELONG-BACCHUS MARSH ROAD,0.0 km,1
3125,T20160004352,146.3124,-38.44024,LATROBE,MORWELL RIVER ROAD,0.0 km,1
3126,T20160004384,147.04928,-37.58805,WELLINGTON,RIM TRACK,0.0 km,1
3127,T20170006914,143.38006000000001,-36.27536,BULOKE,CALDER HIGHWAY,1.189251273701473 km,4
3128,T20160003312,145.34983,-36.05957,MOIRA,BOALS ROAD,0.0 km,1
3129,T20180008864,142.7627,-37.41158,ARARAT,MOYSTON-WILLAURA ROAD,0.3353267885730021 km,2
3130,T20160004438,146.27934,-37.11218,MANSFIELD,HOWQUA TRACK,0.6918281151645836 km,2
3131,T20160004455,144.132,-36.905120000000004,BENDIGO,ALMOND TREE ROAD,0.0 km,1
3132,T20160004463,145.95241000000001,-36.298629999999996,MOIRA,BENALLA-YARRAWONGA ROAD,0.0 km,1
3133,T20160004465,145.60987,-37.01597,MURRINDINDI,YARCK ROAD,0.0 km,1
3134,T20170012681,144.08883,-38.096140000000005,GOLDEN PLAINS,HAMILTON HIGHWAY,0.44654988005458657 km,2
3135,T20160003721,143.42356999999998,-38.49214,COLAC OTWAY,PIPELINE ROAD,0.0 km,1
3136,T20160019471,144.16012,-37.62695,MOORABOOL,SOUTH MAIN ROAD,0.6834481672085803 km,4
3137,T20160026848,146.22159,-37.54032,MANSFIELD,MANSFIELD-WOODS POINT ROAD,0.8596227743791197 km,3
3138,T20170010992,144.77188,-37.02688,MITCHELL,HARDINGS LANE,0.7093033894810375 km,2
3139,T20160004105,147.42177,-38.13194,WELLINGTON,LONGFORD-LOCH SPORT ROAD,0.0 km,1
3140,T20160004122,142.66096000000002,-35.1581,MILDURA,CALDER HIGHWAY,0.0 km,1
3141,T20160004528,142.84513,-36.21953,BULOKE,SUNRAYSIA HIGHWAY,0.0 km,1
3142,T20160003002,147.97922,-36.19149,TOWONG,MT ELLIOT RIDGE TRACK,0.0 km,1
3143,T20160001875,145.09268,-37.30758,MITCHELL,SPUR ROAD,0.0 km,1
3144,T20160003068,147.08649,-36.68505,ALPINE,TAWONGA GAP TRACK,0.0 km,1
3145,T20180023209,146.04147,-36.548590000000004,BENALLA,HUME FREEWAY,0.6045344100252268 km,3
3146,T20160001897,144.35798,-37.16428,MOUNT ALEXANDER,CALDER HIGHWAY,0.8020154827911665 km,3
3147,T20160001900,143.18405,-38.610079999999996,CORANGAMITE,PRINCETOWN ROAD,0.0 km,1
3148,T20160002314,148.58221,-37.44675,EAST GIPPSLAND,BONANG ROAD,0.0 km,1
3149,T20180007794,147.3386,-36.47813,TOWONG,OMEO HIGHWAY,0.10708947215554171 km,2
3150,T20170024918,143.64161000000001,-38.02767,COLAC OTWAY,COLAC-BALLARAT ROAD -NEW STATION STREET,1.688535905825712 km,9
3151,T20160002706,145.68483,-38.65526,BASS COAST,BUNURONG ROAD,0.0 km,1
3152,T20160002710,146.42971,-37.91545,BAW BAW,MORMON TOWN TRACK,0.0 km,1
3153,T20160002717,142.7893,-35.86517,BULOKE,SUNRAYSIA HIGHWAY,0.0 km,1
3154,T20160003078,144.80902,-37.0575,MITCHELL,NORTHERN HIGHWAY,0.0 km,1
3155,T20160001924,146.24171,-38.84352,SOUTH GIPPSLAND,MEENIYAN-PROMONTORY ROAD,0.0 km,1
3156,T20160002719,142.36247,-34.48259,MILDURA,KULKYNE WAY,0.0 km,1
3157,T20160002736,146.14341000000002,-37.98297,BAW BAW,WILLOW GROVE ROAD,0.0 km,1
3158,T20160005215,142.19451999999998,-37.0408,HORSHAM,HENTY HIGHWAY,0.0 km,1
3159,T20160005649,142.92819,-37.80085,ARARAT,WOORNDOO-STREATHAM ROAD,0.0 km,1
3160,T20160005657,146.05308,-37.43977,MURRINDINDI,DRAY TRACK,0.0 km,1
3161,T20160006079,142.82846,-38.56116,MOYNE,GREAT OCEAN ROAD,0.0 km,1
3162,T20160006094,141.07967,-37.31787,WEST WIMMERA,NEWMANS ROAD,0.0 km,1
3163,T20160004889,144.60383000000002,-37.00399,BENDIGO,MCDONALDS LANE,0.0 km,1
3164,T20160005252,145.08262,-36.60567,CAMPASPE,BENDIGO-MURCHISON ROAD,0.33812385667193673 km,2
3165,T20160005686,147.05592,-37.95064,WELLINGTON,STEWARTS LANE,0.14407350670747304 km,2
3166,T20160004900,147.14782,-36.312529999999995,INDIGO,LOCKHARTS GAP ROAD,0.0 km,1
